Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.40531539916992,35.272187892277465,26.784313411912656,28.92641510048177,855215656
2007-10-08,30.74639129638672,33.50052033055711,30.553118240315136,33.50052033055711,126671715
2007-10-09,32.84017562866211,33.130083049065135,29.103578962810516,30.762497772540108,116725709
2007-10-10,33.14619445800781,33.82264811944262,32.85628699426067,33.6937986587072,67931378
2007-10-11,36.85057830810547,38.65445325958332,32.85628658135697,38.65445325958332,106320954
2007-10-12,36.60899353027344,37.97800531276814,35.75537529264313,36.07749571205365,99410791
2007-10-15,37.09215545654297,37.59144447629722,36.77003519955401,37.36595854879071,41814972
2007-10-16,40.87708282470703,41.52132793386143,36.88279110978744,37.14048565821949,138614496
2007-10-17,44.066070556640625,45.096852945678336,34.17697293041151,36.72172473569445,204876259
2007-10-18,42.51988983154297,48.14089101158975,40.699910946425184,44.77473201074215,146617799
2007-10-19,42.37493896484375,44.098283530696776,40.26504827185188,41.553529536932814,110266491
2007-10-22,41.81122589111328,43.1158113457566,40.42610599322039,41.52131849775212,72253405
2007-10-23,44.79084396362305,45.193494382574215,42.842013314477406,42.842013314477406,74594921
2007-10-24,44.09828567504883,46.22428073961967,43.59899653912937,45.74109587268225,63055170
2007-10-25,44.00165557861328,45.03244259045622,38.86383352961207,42.600430986245904,34522489
2007-10-26,45.322349548339844,46.047120428872624,43.566791667878796,44.77474313543344,62370025
2007-10-29,46.24039840698242,47.35171562177848,45.83774787539514,46.06323392069917,43657697
2007-10-30,47.27116394042969,48.54353641809927,45.483393774715566,46.86851359261604,79921711
2007-10-31,48.25363540649414,49.31663508636127,47.35170025603398,47.51276041640447,44655368
2007-11-01,47.174537658691406,49.81592638355867,46.787995844418155,49.44548883982458,50632492
2007-11-02,48.02815628051758,48.31806810573902,45.096860070126745,45.46730198701256,32001693
2007-11-05,49.0106201171875,50.08972408932551,47.70603016793293,47.995941958236095,38833135
2007-11-06,49.65486145019531,52.79553468966793,48.978407878655425,49.86423879235283,81880281
2007-11-07,48.930091857910156,51.28156859126738,47.83488357619634,50.57290646499925,33593141
2007-11-08,48.09258270263672,49.39717282532972,47.02958722699396,47.67382796836221,27990521
2007-11-12,49.252220153808594,50.121946959535805,45.37066681007044,46.643044105664416,35153735
2007-11-13,50.42795181274414,51.442630034610566,48.49522972574644,50.08972719513427,43830531
2007-11-14,49.76761245727539,52.022455146279555,49.50991352853823,51.31378855354903,36738579
2007-11-15,50.60512161254883,51.49095258636795,49.65486482029173,50.70175597116887,29242252
2007-11-16,50.25079345703125,51.39431908276382,49.670974139263606,50.37964073796716,18895294
2007-11-19,52.070770263671875,53.955175309936166,51.00777478579825,51.39431661000813,40716718
2007-11-20,51.265464782714844,53.310929833014605,50.63732836672846,51.861388290618414,26342171
2007-11-21,47.27116394042969,51.877482171803436,46.12763433121739,51.5714705288866,26814499
2007-11-22,45.644439697265625,48.67237286496239,43.663401476850694,46.77186031999349,34096185
2007-11-23,48.672393798828125,48.962301209839644,45.9343667398364,48.640180893374314,27664090
2007-11-26,49.05892562866211,50.47625386046463,48.672383948553524,50.47625386046463,20159123
2007-11-27,47.85097885131836,49.89644349875791,47.351694165998836,49.89644349875791,20573198
2007-11-28,47.14231491088867,49.1233582256523,46.820194615029365,48.897872270936325,16435311
2007-11-29,45.86994552612305,48.57575532408329,45.27402206389076,48.31806081724381,25530967
2007-11-30,47.64161682128906,47.931524291830385,46.06322782030866,46.7074685855282,18437721
2007-12-03,48.318077087402344,48.914000750300154,47.85100072131106,48.22143833801903,16851227
2007-12-04,47.68993377685547,49.04284112496283,47.335600483871424,48.64019064862579,14008727
2007-12-05,49.59041976928711,49.76758851676204,47.673807027035394,47.77044134817792,27725290
2007-12-06,48.672393798828125,51.42652075699215,48.044257434106164,50.66953713949134,24104710
2007-12-07,48.463008880615234,49.670959987168786,47.59328670531835,48.97840222655197,11742386
2007-12-10,48.511322021484375,49.10724096898554,47.88318580720944,48.930076584977414,8330010
2007-12-11,48.285850524902344,49.21999862404791,48.0442602732766,48.946195465064726,11685950
2007-12-12,48.25363540649414,48.68849871330176,47.35170025603398,47.67382057677496,16342131
2007-12-13,47.44834518432617,48.96231277699678,47.27118071603038,48.318071991866724,14620172
2007-12-14,46.98124694824219,47.72212612690469,46.73965676653308,47.28726292602122,10991851
2007-12-17,44.14659881591797,47.512757724565866,43.486249574389205,47.25505886115114,19355678
2007-12-18,43.95334243774414,45.418988622571945,42.584330632714995,43.64732628665188,21607783
2007-12-19,43.14803695678711,45.757213003538894,42.77759938011485,45.3706667858581,19526912
2007-12-20,42.71316909790039,44.06607634959723,42.519896009224134,43.71174308186359,17105204
2007-12-24,44.01776123046875,44.71031915903163,43.00307855967319,43.35741184399567,16711519
2007-12-26,45.354557037353516,45.90216338477195,44.25934871155354,44.25934871155354,20930094
2007-12-27,45.676673889160156,46.932942295082704,45.2901277477825,46.288701638810984,44565277
2007-12-28,46.031005859375,46.22427892475432,45.09685343821434,45.580033917144426,18354518
2007-12-31,46.36922073364258,46.643023821487645,45.8055102929762,46.38532936765437,11982308
2008-01-01,47.22283172607422,47.65769487719475,46.17594105846752,46.61080420958805,16687746
2008-01-02,46.96516418457031,47.577192051281614,46.272606220422325,47.22285874875273,13437280
2008-01-03,48.89786911010742,49.09114214893678,46.11152960484468,46.6752400861594,31815218
2008-01-04,48.64019012451172,50.250792012505094,48.31806974691304,49.60655125730774,28011310
2008-01-07,48.2375373840332,49.34885001306428,47.72214393030542,48.334171745153455,15858063
2008-01-08,46.59471893310547,48.96230428146207,46.03100834392708,48.28585070064066,13282666
2008-01-09,45.85383605957031,46.85240990132869,45.741093076478236,46.64303257217847,13113527
2008-01-10,44.75863265991211,47.35170407228419,44.45261658293062,46.063222685476745,18023003
2008-01-11,45.43507385253906,45.86993707562384,43.647303795198454,45.37064805317998,11629440
2008-01-14,46.127647399902344,46.61082795417134,44.79084874023222,45.51561957163571,10264240
2008-01-15,44.726417541503906,47.06178993970175,44.35598003490743,46.868521236459486,11558334
2008-01-16,43.80837631225586,44.77473736168635,42.697063726832916,44.40429983321203,14834065
2008-01-17,44.98411560058594,45.98268948147223,43.035285013735695,43.969433082034534,16169395
2008-01-18,42.89032745361328,44.66198899106518,42.51988563691734,44.61366745390595,13254156
2008-01-21,35.59430694580078,42.51989437988344,31.004089834041544,42.51989437988344,33202389
2008-01-22,32.01876449584961,33.82263898270384,25.431402857733104,32.08318811655483,58755707
2008-01-23,35.59430694580078,36.96331841532875,32.53416366097356,32.53416366097356,28425991
2008-01-24,35.67484664916992,38.203492918933165,33.98371437798939,37.51093486263826,29911930
2008-01-25,37.510929107666016,37.68809357080323,35.99696155907823,37.36597318761752,12550722
2008-01-28,37.91357421875,38.20348164876387,33.98370435267011,36.99553038284218,13601109
2008-01-29,37.28543472290039,38.55781169850688,36.72172417885332,38.01020542238948,7679877
2008-01-30,35.223876953125,37.52703704401686,34.75680060427716,37.365976836695225,9016102
2008-01-31,32.92070770263672,35.69094355543248,32.5341637238676,35.5943070146106,41538563
2008-02-01,34.06423568725586,34.305825949306794,33.17840472640242,33.484418621429924,9089201
2008-02-04,35.81978988647461,36.23854676277483,34.70847515728744,34.70847515728744,12009385
2008-02-05,36.93110656738281,37.41428709991377,35.11112743532358,35.884215413565734,14593303
2008-02-06,36.60899353027344,37.0438569702852,34.56353017772799,35.916435502348385,12429218
2008-02-07,34.88563537597656,37.349856819999054,34.66015161767516,36.1096928725644,11300078
2008-02-08,33.983699798583984,35.40102822019147,33.35556347686529,35.111120829027506,13514197
