Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8400940895080566,0.8443154387400806,0.7631674448324653,0.7870898934569767,535796800
2000-01-04,0.7692660093307495,0.8302438247334538,0.7594154562540101,0.8124196704949846,512377600
2000-01-05,0.7805227041244507,0.829774661148282,0.773018154087292,0.7786465540897917,778321600
2000-01-06,0.7129775285720825,0.8030380388836561,0.7129775285720825,0.7964715389668375,767972800
2000-01-07,0.74675053358078,0.7580082351564399,0.7167306807658664,0.7242352306324134,460734400
2000-01-10,0.733616828918457,0.7673889861737625,0.7111015229990998,0.7655128359341906,505064000
2000-01-11,0.6960912942886353,0.7458122871146873,0.679205247389368,0.7200137410035718,441548800
2000-01-12,0.6543450951576233,0.7167308689038577,0.6491848421253364,0.7129777162095625,976068800
2000-01-13,0.7261113524436951,0.7411213043550292,0.6942153486738593,0.7091076122132474,1032684800
2000-01-14,0.7537858486175537,0.7673886457664963,0.7458122512125075,0.7505025996800958,390376000
2000-01-18,0.7800536155700684,0.7955334172685244,0.7537860150247706,0.7580081662720876,459177600
2000-01-19,0.7997545599937439,0.8161716067099986,0.7758321138393803,0.7927182104444201,597643200
2000-01-20,0.8518210649490356,0.9118607754801239,0.8518210649490356,0.8668309675310674,1831132800
2000-01-21,0.8354038000106812,0.8574492989363172,0.8269603494225434,0.8574492989363172,495924800
2000-01-24,0.79740971326828,0.8461917719333815,0.7889662108493657,0.8138267161112364,440876800
2000-01-25,0.8424394130706787,0.8490068149693389,0.768327804226175,0.7880281060660035,497145600
2000-01-26,0.8269603848457336,0.856980285674758,0.8236771852148589,0.8255532849749379,367158400
2000-01-27,0.8255531787872314,0.8480685273754587,0.8030378803004709,0.8166406789930389,340144000
2000-01-28,0.7626985907554626,0.8321199031467528,0.7551940403401564,0.8119506003625363,423348800
2000-01-31,0.7786464691162109,0.7795845690819045,0.7092252179004077,0.7580081696680058,701680000
2000-02-01,0.7523787617683411,0.7880279081495156,0.750502662305923,0.7805225082705414,318035200
2000-02-02,0.7415904998779297,0.7664510084693321,0.7279876453090993,0.7561322563296645,464195200
2000-02-03,0.7753632664680481,0.7823996174005331,0.752378865471665,0.7528479154526531,475193600
2000-02-04,0.8105433583259583,0.8255532581513001,0.7777084070971642,0.7800536068732729,425320000
2000-02-07,0.8560419678688049,0.857449117483017,0.7950641819483122,0.8105431784148676,441067200
2000-02-08,0.8621406555175781,0.8715212558105291,0.8349349506900066,0.8555732533235055,408643200
2000-02-09,0.8452537655830383,0.8790267769762762,0.8438467154296948,0.8565114694484421,299364800
2000-02-10,0.8518210649490356,0.8546352651160396,0.825553409770856,0.8471306645353881,302982400
2000-02-11,0.8161718249320984,0.8565112784869247,0.8124195250214785,0.8527589785763048,212251200
2000-02-14,0.8691758513450623,0.8696449012630192,0.8152335576345833,0.8203929564277145,367539200
2000-02-15,0.8930986523628235,0.900135005133861,0.8644858946256189,0.8649549447291667,485744000
2000-02-16,0.8565112352371216,0.8865319376740518,0.8415013349319138,0.8837169363103601,378246400
2000-02-17,0.8621406555175781,0.8668309556640537,0.8490068531590319,0.8644858055908159,289497600
2000-02-18,0.8349347114562988,0.8658926074495059,0.8321196604092586,0.8602642088052556,233441600
2000-02-22,0.8541661500930786,0.8776195532190884,0.8006928438831268,0.8264914470376025,422296000
2000-02-23,0.8724594116210938,0.8930986173988925,0.833058002029966,0.849827269046832,473099200
2000-02-24,0.8646024465560913,0.8940364581438539,0.838687011006983,0.8804336088088086,376432000
2000-02-25,0.8283675312995911,0.8780885866673656,0.8264914314340099,0.8616715354588483,249144000
2000-02-28,0.8499447703361511,0.863078571416303,0.8133576170517243,0.8264914181318761,328328000
2000-02-29,0.8602643013000488,0.879964600499463,0.8447845500156278,0.85228985057073,368961600
2000-03-01,0.977999210357666,0.9911330178933679,0.8893466107096741,0.8898156609498064,1077003200
2000-03-02,0.9156137704849243,0.9601746233722513,0.9057632193254131,0.953139073674748,311259200
2000-03-03,0.9606435894966125,0.9624029529148886,0.9006038849558838,0.9371901869269409,323366400
2000-03-06,0.9432883858680725,0.9690869341335675,0.9381281351191243,0.945633535359866,210560000
2000-03-07,0.9221802353858948,0.9564222874386177,0.9090464348765569,0.9489168863937689,273011200
2000-03-08,0.9156137704849243,0.9301547215104209,0.8898152184821857,0.9221802701755341,271230400
2000-03-09,0.9174901247024536,0.938128428677113,0.88747021779559,0.9071705218017752,276718400
2000-03-10,0.9437576532363892,0.9601747054905678,0.9081084468223147,0.9132686987601173,248606400
2000-03-13,0.9104537963867188,0.9493861569714092,0.8968509427275799,0.9165520488808921,303956800
2000-03-14,0.8574493527412415,0.9324998578304962,0.8555731527408527,0.9097499808977749,428579200
2000-03-15,0.8724594116210938,0.9024801201174221,0.856511408115908,0.8677691111751772,443609600
2000-03-16,0.9123296737670898,0.9156137250731117,0.8593254223697909,0.880433673662585,378100800
2000-03-17,0.9381284117698669,0.9381284117698669,0.8977889026893362,0.9015421049311884,305043200
2000-03-20,0.9231181740760803,0.9475095708762711,0.9184277752065538,0.926871274754542,204489600
2000-03-21,1.012709617614746,1.0263123656057778,0.9127993815655543,0.9198349298056856,524328000
2000-03-22,1.0821306705474854,1.0835386217213951,0.9873798953296258,0.9965269185244412,567996800
2000-03-23,1.0605545043945312,1.1285686510958888,1.0507039544160062,1.0657138534459043,562564800
2000-03-24,1.0408536195755005,1.0802550260101282,1.0169311653208337,1.0689973238527288,446913600
2000-03-27,1.0474207401275635,1.0863530897745128,1.0272505895427169,1.0328798905601697,279182400
2000-03-28,1.0441373586654663,1.0657137545974322,1.0291265592014314,1.0300646590157374,202966400
2000-03-29,1.0202151536941528,1.0464827563520356,1.0043839890994204,1.0460138065365185,239836800
2000-03-30,0.9437576532363892,1.033349017897877,0.9414124030013458,1.0023903119538895,414400000
2000-03-31,1.0192773342132568,1.0300650857350442,0.9456338630062326,0.956422516354748,404633600
2000-04-03,1.000514268875122,1.0469520344742822,0.971432459973203,1.0169313237072464,328563200
2000-04-04,0.9554843306541443,0.9981689883005488,0.8762124657288188,0.9953547881465534,660329600
2000-04-05,0.978468656539917,0.9972308587722305,0.9306238484323192,0.9491514755403238,457665600
2000-04-06,0.9395361542701721,1.009426504065726,0.9249944026796356,0.9803447043346714,259627200
2000-04-07,0.9887872934341431,0.9897252931674017,0.9418812945947349,0.9550150945132988,242435200
2000-04-10,0.9381284117698669,0.9962929260191514,0.9362523116637638,0.9883184734878261,212262400
2000-04-11,0.8963818550109863,0.937190314072827,0.886062252269231,0.9268716131577555,541822400
2000-04-12,0.8199241161346436,0.8930985273201758,0.7870900623670575,0.8930985273201758,941136000
2000-04-13,0.8541661500930786,0.9006039063191096,0.814295695448609,0.8368110486241185,529827200
2000-04-14,0.8396252989768982,0.8855931562111261,0.818047994456678,0.8203931946259181,667620800
2000-04-17,0.9296858310699463,0.930154881157345,0.8185171025422107,0.821801204676253,409561600
2000-04-18,0.9522011876106262,0.9522011876106262,0.8959128694681698,0.9268716799235053,390924800
2000-04-19,0.9090465903282166,0.9775298043181334,0.8987269877864179,0.9470409485888122,520150400
2000-04-20,0.8921604752540588,0.9362522834196331,0.8785576226118199,0.9282786327525674,722120000
2000-04-24,0.9043562412261963,0.9043562412261963,0.8612025349373147,0.8630786349107202,443620800
2000-04-25,0.9629886746406555,0.9662727256028931,0.9160826791584732,0.9165517290930016,391641600
2000-04-26,0.9104537963867188,0.9606437601396407,0.9006040449338151,0.9503241569648031,366912000
2000-04-27,0.9512622356414795,0.9531392376154958,0.8749223047793028,0.8794957685897905,326603200
2000-04-28,0.9310925006866455,0.9568911467790052,0.9104534034474914,0.9540769476074553,249580800
2000-05-01,0.9329690933227539,0.9390673457541557,0.9146759392760367,0.9371903437569981,226195200
2000-05-02,0.8846548199653625,0.947509614705224,0.8818406205946415,0.9249943162895966,236432000
2000-05-03,0.8635475039482117,0.9099844506092083,0.8377489553071465,0.8926293020067587,489798400
2000-05-04,0.8307127356529236,0.8649547899250679,0.8297746356137232,0.8640166898858676,399515200
2000-05-05,0.8490067720413208,0.861202473124159,0.8309472444075243,0.8316507693216859,284076800
2000-05-08,0.8264914751052856,0.8532280790167609,0.8255533750214507,0.841266852034558,184900800
2000-05-09,0.7913112044334412,0.8349347531034832,0.7870899052396918,0.8278984027222767,327140800
2000-05-10,0.7453433275222778,0.7880279758058857,0.7411211764922387,0.7809916252391405,535091200
2000-05-11,0.7716111540794373,0.7823998072750976,0.7429983968747487,0.7608225509852611,499744000
2000-05-12,0.8077293634414673,0.829305819427753,0.7862689424996236,0.7955336594181036,306913600
2000-05-15,0.7580083012580872,0.8110125116669377,0.7514409490390017,0.8110125116669377,678932800
2000-05-16,0.7931875586509705,0.8185170637951896,0.7711421053838494,0.7843927446748641,440451200
2000-05-17,0.7608225345611572,0.7781776382022016,0.7533171319882773,0.777708588117509,398092800
2000-05-18,0.7561320066452026,0.7875589561652739,0.7551939066958768,0.7730180562404243,373777600
2000-05-19,0.7054728269577026,0.7448742200557065,0.7007816266487904,0.7448742200557065,740667200
2000-05-22,0.6749831438064575,0.703596742827854,0.6454322966452126,0.703596742827854,755507200
2000-05-23,0.6440252065658569,0.7007817021753202,0.6426181068491368,0.6792053047601738,517585600
2000-05-24,0.6580971479415894,0.6735760987257444,0.622917044803349,0.6468394969008215,678462400
2000-05-25,0.6549308896064758,0.6953880403273277,0.6454325496007786,0.664195606380819,406750400
2000-05-26,0.6482466459274292,0.6745142498385875,0.6398040458010305,0.6604423478013118,181148800
